id,channel,date_of_birth,country
13664,appstore1,1988-06-21,US
13665,appstore1,1966-08-11,US
13666,appstore2,1971-08-06,US
13667,appstore2,1989-05-29,US
13668,appstore2,1965-07-23,
13669,appstore2,1996-10-20,
13670,appstore2,1951-10-06,US
13671,appstore1,1944-06-06,IN
13672,appstore2,1973-12-25,AR
13673,web,1972-10-28,CN
13674,web,1941-11-17,
13675,appstore2,1943-07-12,JP
13676,appstore2,1969-01-30,US
13677,web,1939-05-25,US
13678,web,1966-06-19,US
13679,appstore2,1984-10-02,AR
13680,appstore2,1982-01-18,DE
13681,appstore2,1969-08-19,CN
13682,appstore1,1989-10-17,GB
13683,appstore1,1982-06-17,US
13684,appstore2,1997-02-07,SE
13685,appstore1,1992-12-17,PT
13686,appstore1,1939-02-26,CN
13687,web,2006-11-06,CO
13688,appstore2,1957-11-21,US
13689,appstore2,1996-01-05,CA
13690,appstore2,1982-03-30,AR
13691,appstore2,1941-01-12,NO
13692,appstore2,1971-02-20,IN
13693,appstore2,1951-04-20,US
13694,appstore1,1942-11-16,US
13695,web,1977-04-23,CN
13696,appstore1,1992-04-29,GB
13697,web,1960-09-13,MX
13698,appstore1,1992-07-03,CN
13699,appstore1,1984-04-12,
13700,web,1991-10-10,DK
13701,appstore2,1945-05-11,GR
13702,web,1984-08-29,US
13703,appstore2,1940-04-03,DE
13704,appstore2,1992-12-11,CH
13705,appstore2,1963-01-31,IN
13706,appstore2,1977-07-17,US
13707,appstore2,1993-09-01,US
13708,appstore2,1972-09-02,CH
13709,web,1988-03-08,GR
13710,appstore2,1939-02-20,CN
13711,appstore1,1959-12-22,MX
13712,appstore2,1960-02-17,JP
13713,appstore1,1963-09-11,CA
13714,appstore2,1972-05-11,CN
13715,appstore1,1996-05-14,NZ
13716,appstore2,1989-05-09,US
13717,appstore2,1954-02-14,MX
13718,appstore2,2005-04-16,BR
13719,appstore2,1943-04-13,
13720,appstore2,1970-01-30,CA
13721,web,1998-11-14,CA
13722,appstore1,2003-12-02,CA
13723,web,1965-07-08,CH
13724,appstore2,1996-01-30,ES
13725,appstore1,1997-12-26,CH
13726,web,2003-11-26,JP
13727,appstore1,1985-04-03,IN
13728,appstore1,1998-01-31,IN
13729,web,1983-03-27,ES
13730,appstore1,1960-05-04,KR
13731,appstore1,1968-09-11,RU
13732,appstore2,1982-02-23,CO
13733,appstore2,2001-10-17,
13734,appstore1,1982-05-18,CN
13735,appstore2,1978-09-27,JP
13736,appstore1,1943-08-27,
13737,appstore2,1998-08-24,GB
13738,appstore2,2000-11-06,US
13739,appstore1,1979-12-02,AR
13740,web,1959-03-03,BR
13741,appstore2,1994-11-12,CH
13742,appstore1,1950-09-20,CN
13743,appstore1,1998-01-30,US
13744,appstore1,2007-08-07,
13745,appstore2,1962-05-16,IT
13746,appstore2,1991-12-04,IN
13747,appstore1,1967-06-04,JP
13748,appstore2,1988-02-02,RU
13749,appstore2,1994-01-12,CN
13750,appstore2,1954-10-21,FR
13751,appstore2,1977-06-10,CN
13752,appstore2,1979-11-27,US
13753,appstore1,1999-05-11,NO
13754,appstore1,1973-11-24,BR
13755,appstore1,1984-09-01,MX
13756,appstore2,1977-01-28,MX
13757,appstore1,1980-05-07,CN
13758,web,2005-10-04,
13759,appstore2,2005-10-18,MX
13760,appstore1,1949-07-28,JP
13761,appstore2,1964-12-12,US
13762,appstore2,2003-05-04,US
13763,appstore1,1939-08-08,NO
13764,appstore2,1987-05-04,FR
13765,appstore2,1978-09-22,CN
13766,appstore1,1972-11-19,CA
13767,appstore1,1954-12-18,CN
13768,appstore2,1951-07-30,AU
13769,appstore2,1997-11-04,
13770,appstore2,1963-04-02,
13771,appstore1,1976-07-11,US
13772,appstore2,1990-08-30,JP
13773,appstore2,1996-04-03,CO
13774,appstore2,1998-06-23,CN
13775,appstore2,1960-01-07,BR
13776,web,1990-01-10,US
13777,appstore2,2007-03-02,IN
13778,appstore2,1950-11-28,CN
13779,appstore1,2003-06-19,US
13780,appstore2,1941-03-16,CN
13781,appstore1,1981-11-16,RU
13782,appstore1,1956-04-23,GB
13783,appstore1,2004-04-23,CN
13784,appstore1,1987-09-23,PT
13785,appstore2,2006-05-13,
13786,appstore2,1968-03-25,KR
13787,appstore1,1951-09-07,DE
13788,appstore2,1990-07-04,GB
13789,web,1957-04-08,MX
13790,appstore2,2003-11-29,NZ
13791,web,2003-09-03,CA
13792,appstore2,1978-01-18,CA
13793,appstore2,1955-03-13,JP
13794,appstore1,1961-10-02,CO
13795,appstore2,1958-04-21,US
13796,web,1992-05-14,
13797,appstore2,1976-10-30,
13798,web,1983-06-08,CN
13799,appstore1,1948-02-18,CN
13800,web,2005-07-22,KR
13801,appstore2,1955-05-27,
13802,web,1980-11-26,US
13803,appstore1,1996-02-08,GB
13804,appstore1,1941-09-21,CO
13805,appstore2,1998-10-09,US
13806,appstore2,1954-06-23,US
13807,appstore2,2001-03-19,NZ
13808,appstore2,1976-05-11,CN
13809,web,1949-08-29,BR
13810,appstore2,1983-08-10,CA
13811,appstore2,1942-10-14,US
13812,web,1985-11-26,NL
13813,appstore2,1953-01-08,CN
13814,web,1985-08-07,BR
13815,appstore2,1973-12-26,US
13816,appstore2,2003-05-16,BR
13817,appstore2,1967-06-19,CA
13818,appstore2,1970-02-01,CN
13819,appstore1,2003-03-09,CN
13820,appstore1,1949-05-02,US
13821,appstore1,1998-03-21,GB
13822,appstore2,1939-11-05,GB
13823,appstore2,1947-12-24,US
13824,appstore2,1938-06-22,CA
13825,appstore1,1949-11-29,FR
13826,appstore2,1966-02-03,JP
13827,appstore1,1943-03-14,BR
13828,appstore1,2004-08-24,IN
13829,appstore1,1995-09-07,AU
13830,appstore1,1970-05-05,CN
13831,appstore1,1964-01-02,CN
13832,appstore2,2001-07-04,CN
13833,web,1958-12-16,CN
13834,appstore2,1959-07-07,ES
13835,appstore1,1941-11-11,BR
13836,web,1975-02-11,CN
13837,appstore2,1989-12-03,BR
13838,web,1963-04-06,CN
13839,appstore2,1945-01-28,CN
13840,web,1988-07-26,US
13841,web,1941-12-19,JP
13842,appstore2,1941-08-14,US
13843,appstore2,1956-12-08,IN
13844,appstore2,2006-07-30,CN
13845,appstore2,1973-10-17,US
13846,appstore2,1985-05-10,MX
13847,appstore2,1965-11-05,MX
13848,appstore2,1985-05-25,GB
13849,appstore1,1943-02-17,IN
13850,appstore1,1982-12-22,US
13851,appstore2,1978-11-14,
13852,appstore1,1954-03-19,GB
13853,appstore1,1938-07-14,
13854,appstore1,1965-08-06,US
13855,web,1991-09-20,US
13856,appstore1,1983-03-26,AR
13857,appstore1,1951-11-23,AR
13858,appstore2,1984-07-12,JP
13859,web,1979-03-24,BR
13860,web,1942-09-20,BR
13861,web,1969-01-05,US
13862,appstore1,1957-06-29,US
13863,appstore2,1941-11-06,GB
13864,appstore2,1972-12-25,DE
13865,appstore2,1981-01-29,DE
13866,appstore2,1942-04-13,
13867,web,1951-02-04,ES
13868,appstore2,1961-05-20,CN
13869,web,2008-03-26,CO
13870,appstore2,2001-02-04,AU
13871,appstore2,1987-05-16,DE
13872,appstore2,1949-12-12,
13873,appstore2,1981-01-12,CN
13874,appstore1,1984-01-22,GR
13875,appstore2,1939-10-24,CA
13876,appstore2,1999-11-09,NZ
13877,appstore1,1943-06-10,MX
13878,web,1964-06-28,CN
13879,web,1972-11-14,
13880,appstore1,1947-09-03,BR
13881,appstore1,1990-10-28,CO
13882,appstore2,1940-11-28,GB
13883,appstore2,1981-08-29,BR
13884,appstore2,1979-06-17,MX
13885,appstore1,2000-12-30,CN
13886,appstore2,1942-12-09,JP
13887,appstore2,1965-02-22,US
13888,appstore2,1943-12-20,
13889,web,1967-10-17,SE
13890,appstore2,1972-02-16,CO
13891,appstore2,1942-06-25,
13892,appstore1,1951-11-08,
13893,appstore1,1977-06-23,ES
13894,appstore1,1943-05-09,RU
13895,web,1952-06-25,KR
13896,appstore1,1962-09-03,MX
13897,appstore2,1975-06-21,IN
13898,appstore2,1964-07-20,CN
13899,appstore2,1978-10-18,CO
13900,web,1988-11-06,US
13901,appstore1,1995-09-18,CN
13902,appstore2,1983-06-05,RU
13903,appstore1,1945-08-12,IN
13904,appstore1,1963-12-13,
13905,web,1946-11-12,US
13906,appstore1,1997-01-23,IN
13907,appstore2,1961-10-19,AU
13908,web,1950-03-09,US
13909,appstore1,2008-03-28,DK
13910,appstore1,1965-08-19,BR
13911,appstore1,1973-11-23,US
13912,appstore2,2005-09-05,AU
13913,appstore2,1984-11-09,DE
13914,appstore1,1958-07-09,CA
13915,appstore2,2002-04-14,US
13916,appstore2,1987-02-15,SE
13917,appstore2,1976-09-13,CA
13918,web,1977-08-16,CN
13919,web,1992-06-26,US
13920,appstore2,1970-07-19,
13921,appstore2,1963-08-18,AR
13922,appstore2,1981-09-26,US
13923,web,2006-04-29,BR
13924,appstore1,1977-08-03,
13925,appstore1,2002-08-22,
13926,appstore2,2008-01-18,KR
13927,appstore1,1960-01-14,GB
13928,appstore2,1990-07-02,DE
13929,appstore2,1953-04-25,CA
13930,appstore2,1967-09-28,JP
13931,appstore2,1951-06-17,JP
13932,appstore2,1955-05-26,RU
13933,appstore2,1972-06-17,
13934,appstore2,2004-07-16,CN
13935,appstore2,1955-04-04,DE
13936,appstore1,1960-04-26,DK
13937,appstore1,1972-05-25,US
13938,appstore2,1988-03-11,IN
13939,appstore1,1962-04-16,
13940,appstore2,1971-08-28,US
13941,appstore2,1999-11-06,CA
13942,appstore2,1940-08-04,JP
13943,appstore1,2002-05-06,KR
13944,web,1972-07-16,GB
13945,appstore2,1981-03-11,DE
13946,appstore2,1981-02-21,JP
13947,appstore2,1992-12-10,GB
13948,appstore2,1949-07-15,FR
13949,appstore1,1946-02-19,CN
13950,appstore1,1939-01-21,
13951,appstore1,1985-03-23,
13952,appstore2,1943-09-14,IN
13953,appstore2,1943-09-23,DE
13954,appstore1,1998-02-17,NL
13955,appstore1,1967-07-04,IT
13956,appstore2,1949-01-18,IN
13957,appstore2,1976-12-28,AU
13958,appstore2,1957-03-17,JP
13959,appstore2,1985-03-27,FR
13960,appstore2,1984-10-22,US
13961,appstore1,1951-12-08,CN
13962,appstore1,2008-04-23,MX
13963,appstore2,1969-12-06,US
13964,appstore2,1962-01-08,CN
13965,appstore2,1990-07-03,BR
13966,appstore2,1956-01-06,IN
13967,appstore1,2002-02-01,
13968,appstore1,1941-01-20,IN
13969,appstore1,1968-07-08,AR
13970,appstore2,1975-02-07,BR
13971,appstore2,1972-08-07,BR
13972,appstore1,2005-04-12,IN
13973,appstore2,1971-12-21,GR
13974,appstore2,1939-02-03,US
13975,appstore2,1942-09-23,
13976,appstore2,1957-09-07,
13977,web,2003-11-03,US
13978,appstore2,1997-06-29,US
13979,appstore2,1990-08-20,AU
13980,web,1999-02-11,CN
13981,web,1995-04-25,CO
13982,appstore2,2005-11-19,GB
13983,appstore2,1943-09-10,CN
13984,appstore1,1943-10-18,CN
13985,appstore1,1991-08-16,
13986,appstore2,1971-08-13,US
13987,appstore2,1947-01-05,IN
13988,appstore1,1954-12-19,CA
13989,appstore2,1992-08-17,ES
13990,appstore2,1959-08-05,CN
13991,appstore1,1973-05-04,CN
13992,web,1988-11-08,IT
13993,appstore2,1998-07-02,
13994,appstore1,1953-11-20,
13995,appstore2,1965-06-13,US
13996,appstore2,1982-01-09,CO
13997,appstore1,1954-06-20,AU
13998,appstore2,1940-01-29,IN
13999,appstore2,1987-01-11,CN
14000,appstore2,1977-08-15,US
14001,appstore1,1996-09-07,AR
14002,appstore2,1952-01-07,KR
14003,appstore1,1965-01-18,BR
14004,appstore2,2001-06-11,KR
14005,web,1964-06-05,ES
14006,appstore2,1987-01-08,US
14007,appstore2,1946-06-23,CN
14008,appstore2,1965-07-29,US
14009,appstore1,1947-05-19,CN
14010,appstore1,1991-07-21,NZ
14011,appstore1,1959-03-21,
14012,web,1942-06-25,DK
14013,appstore1,1942-02-21,CO
14014,appstore1,2000-07-14,GB
14015,appstore2,1954-08-03,DE
14016,appstore2,1994-07-26,AU
14017,appstore2,1995-06-05,BR
14018,appstore1,2004-07-23,BR
14019,appstore1,1944-08-28,CA
14020,appstore2,1962-04-07,US
14021,appstore1,1953-07-17,AU
14022,appstore1,1943-09-11,PT
14023,appstore1,1977-05-22,US
14024,appstore2,1959-07-21,ES
14025,appstore1,1984-07-30,IN
14026,appstore2,1993-04-01,DE
14027,appstore2,1973-04-06,CO
14028,appstore2,1998-04-08,
14029,appstore2,1979-03-14,CN
14030,appstore2,1950-04-03,
14031,appstore1,1941-12-11,CN
14032,appstore2,1958-02-17,RU
14033,appstore2,2008-03-21,FR
14034,web,1944-04-11,US
14035,appstore1,1990-09-22,
14036,appstore2,1982-04-02,AU
14037,appstore1,1972-12-22,CN
14038,web,1943-06-07,US
14039,appstore2,1992-05-15,CA
14040,web,1988-07-19,IT
14041,appstore2,1962-10-09,KR
14042,appstore2,1958-12-10,US
14043,appstore2,1949-11-09,DE
14044,appstore1,1948-03-04,CN
14045,appstore2,2005-12-15,JP
14046,appstore2,1948-10-30,
14047,appstore1,1961-01-21,JP
14048,appstore2,2005-12-11,NO
14049,appstore1,2006-03-13,AU
14050,appstore2,1994-04-22,IN
14051,appstore1,1970-11-15,DK
14052,appstore1,1966-12-18,US
14053,appstore2,1957-04-26,DE
14054,appstore2,1957-08-12,PT
14055,appstore2,1942-02-11,CN
14056,appstore1,1977-12-18,MX
14057,appstore1,2004-04-29,DE
14058,appstore1,1971-01-14,
14059,appstore1,1967-06-01,NZ
14060,appstore2,1995-08-19,US
14061,appstore2,1971-01-23,
14062,web,1995-05-23,CA
14063,appstore2,1962-11-17,
14064,web,1942-01-15,IN
14065,appstore2,1940-08-12,IN
14066,appstore1,1985-10-13,JP
14067,appstore1,1960-05-29,US
14068,web,1958-01-26,
14069,appstore2,1981-03-12,CN
14070,appstore1,2002-03-18,NL
14071,web,1972-09-02,MX
14072,appstore1,1975-09-10,CO
14073,appstore2,2004-09-21,
14074,appstore2,2006-11-17,
14075,appstore2,1980-09-08,GR
14076,appstore2,1965-07-25,IN
14077,appstore1,1984-07-11,IN
14078,appstore1,1974-02-05,NZ
14079,appstore2,1961-07-11,US
14080,appstore2,1954-01-18,CN
14081,appstore1,1963-09-27,IT
14082,appstore2,1977-08-14,DE
14083,appstore2,2002-07-23,US
14084,appstore1,1943-10-24,
14085,web,1947-10-11,IN
14086,appstore2,1946-05-06,CN
14087,appstore1,1996-06-12,CN
14088,appstore2,1956-01-06,FR
14089,appstore1,1991-02-14,ID
14090,appstore1,1939-04-18,SE
14091,appstore1,1969-10-15,CH
14092,appstore2,1942-07-19,
14093,web,1971-04-06,CN
14094,appstore2,1943-08-10,KR
14095,appstore1,1977-02-23,US
14096,appstore2,1980-06-14,
14097,appstore2,1952-06-04,CO
14098,appstore2,1993-01-10,GR
14099,appstore2,1987-02-01,BR
14100,appstore2,1939-12-07,JP
14101,appstore1,1973-01-06,GB
14102,web,1943-04-13,JP
14103,web,1949-03-17,GR
14104,appstore2,1959-10-24,FR
14105,appstore2,1952-02-02,DE
14106,appstore2,1991-06-02,NZ
14107,appstore1,1973-12-27,US
14108,appstore2,2006-03-04,BR
14109,appstore2,1998-12-18,US
14110,appstore2,1968-07-05,KR
14111,appstore2,1965-02-24,CN
14112,appstore1,1951-12-29,US
14113,appstore2,1995-10-06,CN
14114,appstore2,1998-08-10,ES
14115,web,1939-12-19,JP
14116,appstore1,1976-09-11,CN
14117,appstore1,1955-11-06,KR
14118,appstore2,1973-07-12,NL
14119,appstore2,1987-06-06,CN
14120,appstore2,1967-10-08,NZ
14121,appstore1,1961-03-11,CO
14122,appstore2,1938-05-09,US
14123,appstore2,1945-04-14,GB
14124,appstore1,1960-10-07,
14125,appstore2,1964-02-16,CN
14126,appstore1,1972-04-24,GB
14127,appstore2,1951-02-18,NL
14128,appstore2,1939-11-28,CN
14129,appstore2,1988-04-16,
14130,appstore2,2002-01-12,NZ
14131,appstore2,1981-06-07,RU
14132,appstore2,1972-01-05,CN
14133,web,1948-03-11,JP
14134,appstore1,1986-07-05,CA
14135,appstore2,1942-08-14,IN
14136,appstore2,1946-05-19,NL
14137,appstore2,1957-01-05,MX
14138,appstore1,1990-02-11,GB
14139,appstore1,1980-08-08,CN
14140,appstore2,1955-04-26,BR
14141,appstore2,1941-01-06,
14142,appstore1,2007-07-07,IN
14143,web,1971-09-26,CN
14144,appstore2,1968-03-29,JP
14145,appstore2,1960-08-30,AU
14146,appstore2,1949-01-11,
14147,appstore2,2005-06-28,CO
14148,appstore2,1977-06-18,AU
14149,web,1949-07-21,CN
14150,appstore2,1978-07-05,GB
14151,appstore1,1982-01-21,DE
14152,web,1947-02-19,GB
14153,appstore1,1950-10-19,
14154,appstore1,1961-08-20,CN
14155,appstore2,1998-06-25,CH
14156,appstore2,1985-10-03,JP
14157,web,1975-02-16,US
14158,appstore2,1954-11-26,US
14159,appstore2,1957-08-23,
14160,appstore2,1988-06-08,CO
14161,appstore2,1989-09-01,
14162,appstore1,1994-01-21,
14163,web,1985-03-28,IN
14164,appstore1,1940-05-19,BR
14165,appstore2,1989-03-16,CN
14166,appstore1,1979-12-25,
14167,web,1994-01-30,CN
14168,appstore1,1944-06-23,DE
14169,appstore1,1972-11-14,
14170,appstore2,1988-07-04,US
14171,appstore2,2000-07-09,IN
14172,appstore2,1964-03-18,US
14173,appstore1,1950-10-03,
14174,web,1954-07-21,FR
14175,appstore2,2005-11-06,CN
14176,appstore2,1997-03-04,AU
14177,appstore1,1964-04-20,CN
14178,appstore2,2005-11-24,US
14179,appstore2,1953-09-15,DK
14180,appstore1,1958-04-25,CA
14181,appstore2,1979-03-12,MX
14182,appstore2,1993-02-05,DE
14183,appstore1,1981-02-19,US
14184,appstore2,1963-01-08,IT
14185,appstore2,1993-07-20,JP
14186,appstore2,1991-04-16,
14187,appstore1,1965-03-15,CN
14188,appstore1,1978-02-21,DE
14189,appstore2,1992-04-07,US
14190,appstore2,1939-08-04,MX
14191,appstore2,1959-06-26,KR
14192,appstore1,1947-01-03,BR
14193,web,1938-07-18,ES
14194,web,1949-06-15,CH
14195,appstore2,1943-11-15,GB
14196,appstore2,1941-03-07,US
14197,appstore2,2005-02-19,KR
14198,appstore2,1954-06-19,DE
14199,appstore2,1939-08-06,
14200,appstore1,1947-07-16,
14201,appstore1,1958-08-12,BR
14202,appstore2,1982-08-30,MX
14203,appstore2,1954-10-29,US
14204,appstore1,1991-08-09,AR
14205,appstore1,1992-03-05,CA
14206,appstore2,1972-04-16,KR
14207,web,1955-08-21,CN
14208,appstore2,1969-08-29,DE
14209,appstore2,1983-09-24,KR
14210,appstore1,2002-07-02,CO
14211,appstore1,1962-06-06,JP
14212,appstore1,2002-10-15,CO
14213,appstore1,1943-04-12,FR
14214,appstore2,1979-06-25,CN
14215,appstore2,1984-04-04,US
14216,appstore1,1950-12-18,JP
14217,appstore2,1960-05-24,US
14218,appstore2,2001-10-02,AU
14219,appstore1,1939-06-22,AU
14220,appstore2,2006-12-17,KR
14221,web,1960-10-06,JP
14222,web,1964-05-07,CN
14223,appstore2,1986-07-06,AR
14224,appstore1,1989-05-06,US
14225,appstore2,1977-12-15,
14226,appstore1,1957-01-11,IN
14227,appstore2,1938-08-17,US
14228,appstore2,1958-04-07,US
14229,appstore2,1942-05-27,AR
14230,appstore1,1998-03-30,CN
14231,appstore2,2001-10-11,PT
14232,web,1954-04-02,US
14233,appstore2,1940-07-27,AR
14234,appstore2,2007-04-06,CN
14235,appstore2,1962-02-23,MX
14236,appstore2,1949-11-04,US
14237,appstore1,1982-10-12,GB
14238,appstore2,2000-09-22,
14239,web,1948-12-16,JP
14240,appstore2,1968-05-27,US
14241,appstore1,2004-02-15,BR
14242,appstore1,2000-07-08,US
14243,appstore1,1993-05-23,GR
14244,appstore2,2000-02-22,CN
14245,appstore1,1947-07-07,US
14246,appstore1,1986-06-25,
14247,appstore1,1973-02-14,FR
14248,appstore1,1998-05-10,US
14249,appstore2,1956-10-23,BR
14250,appstore2,1961-05-02,ES
14251,appstore2,2004-09-26,US
14252,appstore1,1946-11-23,GR
14253,web,1991-01-13,US
14254,appstore2,1979-03-15,CN
14255,appstore2,1985-02-17,US
14256,appstore1,1973-06-24,NO
14257,web,1980-05-12,BR
14258,appstore2,1962-07-29,AU
14259,web,1939-12-29,ID
14260,appstore1,1976-04-24,NO
14261,appstore1,1973-05-08,
14262,appstore2,1958-06-04,CN
14263,appstore2,1995-12-07,MX
14264,appstore1,1964-11-03,KR
14265,appstore1,1949-05-10,US
14266,appstore2,1986-12-18,AR
14267,web,1948-10-17,KR
14268,appstore2,1991-06-20,CN
14269,appstore2,1997-06-17,US
14270,appstore2,1964-01-03,IN
14271,appstore2,1967-05-09,CN
14272,appstore2,2002-08-03,NO
14273,appstore2,1945-02-19,JP
14274,appstore2,1994-05-09,CN
14275,web,1992-08-17,KR
14276,appstore1,1995-01-04,FR
14277,appstore2,2007-01-31,FR
14278,appstore1,1956-01-09,CA
14279,web,1951-08-12,NL
14280,appstore2,2001-02-26,NZ
14281,appstore2,1977-06-01,BR
14282,appstore2,1941-07-23,
14283,web,1939-05-06,US
14284,appstore1,1980-11-27,US
14285,appstore1,1973-08-24,US
14286,appstore1,2005-09-04,
14287,appstore2,1954-03-14,CA
14288,appstore2,1993-07-30,GB
14289,appstore1,1983-11-09,US
14290,appstore1,1941-10-02,JP
14291,appstore1,2005-04-02,MX
14292,appstore2,1971-05-29,DE
14293,appstore1,2003-03-13,JP
14294,web,1980-09-04,AU
14295,web,1966-04-01,MX
14296,web,1978-01-10,AR
14297,web,1953-06-11,SE
14298,appstore2,1967-03-12,US
14299,appstore2,1979-10-28,KR
14300,appstore2,1984-08-25,BR
14301,appstore1,2000-05-13,ID
14302,appstore1,1946-04-21,GB
14303,appstore1,1964-01-18,FR
14304,appstore2,1962-11-03,FR
14305,appstore2,1986-12-22,NL
14306,appstore2,1971-02-18,JP
14307,appstore1,1942-09-13,BR
14308,appstore2,1986-07-20,BR
14309,appstore2,1987-04-19,CN
14310,web,1970-09-04,CN
14311,appstore2,1973-04-23,CN
14312,appstore1,1984-08-20,NL
14313,appstore1,1946-01-13,CN
14314,appstore2,1945-12-16,CN
14315,appstore1,1959-05-21,US
14316,appstore2,1947-06-21,IN
14317,appstore2,1957-03-04,US
14318,appstore2,1939-04-21,
14319,appstore2,1986-05-22,GB
14320,appstore2,1989-01-25,
14321,appstore1,1941-11-19,US
14322,appstore2,1984-12-15,AR
14323,appstore2,1988-09-09,NZ
14324,appstore2,1972-10-02,GR
14325,appstore2,1995-08-23,GB
14326,appstore2,2008-04-07,KR
14327,appstore2,2004-09-28,CN
14328,appstore1,1958-10-10,JP
14329,web,1986-08-30,BR
14330,web,1986-03-26,IN
14331,appstore2,1973-06-18,US
14332,appstore2,1939-07-16,CN
14333,appstore1,1968-11-07,JP
14334,appstore2,1943-05-23,US
14335,appstore2,1988-12-29,FR
14336,appstore1,2000-05-04,JP
14337,web,2002-10-02,
14338,appstore1,1983-07-05,
14339,appstore1,1986-02-13,
14340,appstore1,1985-03-07,JP
14341,appstore1,1941-04-08,US
14342,appstore1,1969-06-07,US
14343,appstore2,1967-03-15,IN
14344,appstore2,1990-05-24,MX
14345,appstore2,2002-08-18,FR
14346,appstore2,1970-03-03,BR
14347,web,1984-02-08,AR
14348,appstore1,1979-10-22,US
14349,appstore2,1957-03-04,
14350,appstore2,2006-07-04,DE
14351,appstore1,1961-05-29,US
14352,appstore2,1994-01-04,AR
14353,appstore1,1945-03-27,DE
14354,appstore2,1989-12-19,US
14355,appstore1,1987-06-03,
14356,appstore2,2005-08-16,CN
14357,appstore2,1996-05-04,FR
14358,appstore2,1970-02-20,GB
14359,appstore2,2002-03-14,CN
14360,appstore2,1947-04-07,US
14361,appstore1,1953-12-14,DK
14362,appstore1,1979-08-22,MX
14363,appstore2,2000-10-23,CA
14364,appstore2,1972-03-28,CN
14365,appstore1,1951-08-24,PT
14366,web,1942-03-26,BR
14367,appstore1,1952-10-21,US
14368,appstore2,1980-08-07,AR
14369,appstore1,1993-05-21,GB
14370,web,1948-06-21,US
14371,appstore2,1949-01-22,
14372,appstore1,2005-02-06,CN
14373,appstore1,1975-05-06,CO
14374,appstore1,1986-09-07,SE
14375,appstore1,1960-06-01,JP
14376,web,1989-08-12,US
14377,web,1942-12-30,NZ
14378,appstore1,1970-12-10,US
14379,appstore2,1954-03-08,BR
14380,appstore1,2001-01-05,GB
14381,appstore2,1955-06-24,PT
14382,appstore2,1946-01-09,GB
14383,web,2001-10-16,IN
14384,appstore1,2000-02-05,BR
14385,appstore2,1991-09-07,AU
14386,appstore1,1942-11-25,BR
14387,appstore2,1993-11-24,CN
14388,appstore2,1968-01-18,
14389,appstore1,2002-09-08,US
14390,appstore2,1946-01-11,JP
14391,appstore1,1984-01-09,GB
14392,appstore1,1979-06-21,US
14393,appstore2,1948-04-26,US
14394,appstore1,1984-10-20,CN
14395,appstore2,1981-12-24,NO
14396,appstore2,1992-05-02,US
14397,appstore2,2007-03-07,IN
14398,appstore2,1954-07-21,NL
14399,appstore2,1961-12-07,CN
14400,web,1989-03-21,MX
14401,web,1952-05-06,ES
14402,appstore2,1961-02-27,CN
14403,appstore1,1993-04-05,US
14404,appstore2,1972-02-03,
14405,appstore1,1969-01-22,CH
14406,appstore2,1995-07-17,NL
14407,appstore2,1948-12-14,CN
14408,appstore2,2003-02-12,DE
